237	9,16,3,17,23,6,20,18,1,21
69	9,11,5,3,0,7,10,1,4,2
182	13,14,12,16,17,1,7,8,0,2
214	4,8,2,5,3,10,7,0,1,6
356	10,4,1,5,9,3,0,6,11,2
276	4,1,5,0,2,3
204	34,22,49,37,39,36,16,6,15,4
51	10,1,4,13,15,6,8,16,11,12
221	8,18,31,20,15,36,3,37,35,28
227	11,19,28,15,5,7,23,3,27,24
115	11,18,29,22,27,4,16,15,3,10
364	10,5,11,6,9,3,8,4,1,0
198	11,17,15,18,0,13,1,5,19,2
245	14,6,1,7,0,17,5,2,13,8
271	17,3,13,16,21,4,1,18,22,0
307	10,15,13,17,23,19,14,9,1,20
89	23,13,1,21,9,14,6,0,8,10
336	0,7,4,17,3,8,5,11,12,14
242	45,21,41,31,16,29,3,23,25,43
153	13,10,12,2,8,17,14,0,4,3
293	41,68,31,77,59,75,46,40,58,34
128	3,7,8,6,16,0,4,10,9,12
305	2,5,3,1,0,4
98	24,25,16,27,3,8,15,29,18,20
37	26,0,17,3,13,25,24,18,27,9
181	9,11,2,1,8,4,0,3,5,6
193	21,11,4,34,17,14,15,22,33,18
133	14,3,21,19,11,5,16,29,38,34
260	6,17,27,0,11,2,8,30,21,28
186	4,0,13,17,22,9,5,1,19,14
127	8,7,4,0,9,5,3,11,6,1
156	10,11,5,3,8,7,6,0,1,2
354	42,4,47,5,44,48,0,7,37,14
152	10,5,9,4,0,2,1,8,3,11
131	17,13,1,11,16,7,2,10,8,0
110	11,3,0,12,7,8,2,17,6,4
241	9,8,11,0,10,6,2,7,3,1
94	4,8,5,6,0,12,10,3,17,11
262	15,8,13,2,4,14,3,12,10,11
183	7,11,4,3,6,0,2,5,1,8
297	26,14,18,8,5,21,29,9,28,3
368	0,11,8,5,3,6,9,7,2,1
85	18,40,5,10,39,3,32,23,41,13
306	0,20,17,16,11,15,8,3,21,5
379	55,28,16,12,40,58,15,30,20,4
280	1,2,6,0,10,9,4,3,11,8
104	6,24,23,7,5,8,2,16,14,9
335	1,5,8,15,17,7,2,4,3,9
286	2,0,3,1,4,5
105	7,6,1,20,17,0,4,18,16,14
15	8,7,0,4,11,6,1,5,3,9
279	2,29,32,35,19,6,25,30,15,37
256	8,1,5,6,11,2,10,3,7,4
304	4,2,3,0,5,1
65	94,49,14,62,26,66,17,22,88,44
123	5,18,1,10,4,12,15,14,17,0
327	17,41,32,30,27,14,6,38,22,35
168	23,6,5,17,4,7,18,10,15,14
325	27,35,60,51,1,50,17,46,56,11
170	13,16,5,15,17,10,7,6,3,1
216	40,10,39,16,22,24,17,26,31,5
45	63,32,129,127,89,145,126,110,49,81
9	19,9,21,12,42,0,31,15,11,5
369	45,49,25,75,23,56,24,61,59,33
259	2,10,5,3,8,0,4,9,1,6
353	11,7,3,1,9,6,2,8,10,4
100	17,0,14,6,5,10,16,12,13,2
350	5,9,6,7,8,4,2,10,11,0
146	3,8,2,19,33,37,40,15,12,21
144	4,16,2,11,3,13,1,15,14,0
91	8,10,0,11,5,7,9,1,3,4
194	4,1,0,5,3,2
236	1,0,3,9,4,11,10,5,8,7
87	11,19,20,3,16,15,7,21,9,8
16	4,11,10,7,1,5,8,3,0,9
199	14,4,13,7,10,3,15,11,0,5
222	2,9,3,0,5,6,8,11,4,7
315	9,4,7,0,2,15,1,12,10,3
39	4,20,14,21,10,0,5,13,3,7
225	8,2,3,6,7,11,0,10,5,1
31	4,5,3,0,1,2
263	61,2,4,47,36,11,10,64,46,49
317	1,3,9,6,4,7,2,11,8,0
275	5,16,0,21,3,4,20,11,2,14
41	7,6,10,1,5,2,0,3,11,4
143	28,7,8,1,19,18,27,5,9,26
161	5,8,11,9,2,10,7,4,1,0
318	6,2,10,5,9,4,8,3,7,0
93	6,8,7,2,5,10,4,9,1,0
375	8,12,14,1,6,11,2,7,3,5
76	2,22,13,10,24,6,25,11,7,17
234	23,69,6,49,63,75,67,46,37,26
330	29,49,21,26,12,15,46,53,11,33
132	4,1,7,5,16,6,8,0,15,2
361	6,3,5,4,17,1,9,16,0,13
47	1,0,5,4,3,2
167	9,2,6,11,10,3,8,0,1,4
343	17,18,15,13,7,22,16,28,5,6
84	8,0,3,7,4,10,6,1,9,11
345	3,10,5,4,13,2,17,12,1,7
82	22,16,1,17,19,25,21,23,2,10
122	36,53,28,70,35,44,39,15,73,65
26	1,9,0,2,4,7,3,6,8,5
292	10,11,0,9,8,2,1,4,7,3
22	0,1,2,4,5,3
